codigo,year,fecha_inc,municipio,provincia,ha_attr,ha_geom,ha_best,centroid_lon,centroid_lat,and_bbox_ok,qa_geometry,score_base,firms_n,score_total,tier,score_reasons,source_path,feature_index,sup_arbola,sup_matorr,sup_pastiz,bbox_wgs84
2024290100,2024,2024-09-28,ALCAUCIN,Málaga,37.34,40.27,37.34,-4.136435020086311,36.94365996927859,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2024\perim_incendios_2024.geojson,34,0.000000000000000,31.690000000000001,5.650000000000000,"[-4.1403360566487555, 36.93910944825283, -4.132267534915133, 36.95034019044998]"
IIFF2025210019,2025,2025-05-27,MOGER,Huelva,37.02,36.94,37.02,-6.829834556031793,37.20558061206891,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,33,2.25800000000e+01,1.04000000000e+00,1.34000000000e+01,"[-6.835949077076677, 37.20082291390805, -6.823304800074881, 37.209543985908155]"
IIFF2025210084,2025,2025-07-17,TRIGUEROS,Huelva,36.36,76.14,36.36,-6.772661163083709,37.34978766453839,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,49,1.33400000000e+01,4.30000000000e+00,1.87200000000e+01,"[-6.783014516069004, 37.34640625090952, -6.756575257065645, 37.35366377390956]"
2023290107,2023,2023-09-02,BENAHAVIS,Málaga,36.03,38.08,36.03,-5.039122454543862,36.502037243773195,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2023\perim_incendios_2023.geojson,28,0.000000,35.924790,0.108546,"[-5.044333934949216, 36.49843844670168, -5.032017231210341, 36.50765167891047]"
2023210097,2023,2023-08-10,CALAÑAS,Huelva,34.63,34.55,34.63,-6.926036426451922,37.6401789570765,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2023\perim_incendios_2023.geojson,7,0.703370,24.807400,9.116905,"[-6.9320152091561855, 37.637507638917604, -6.919499596877168, 37.64274090826709]"
IIFF2025210132,2025,2025-08-20,ARACENA,Huelva,33.64,34.24,33.64,-6.53487221956793,37.87027442837211,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,25,0.00000000000e+00,1.19800000000e+01,2.16600000000e+01,"[-6.54049722004183, 37.86740557391424, -6.528809974040917, 37.87333832391435]"
IIFF2025210166,2025,2025-09-13,BONARES,Huelva,33.44,57.81,33.44,-6.647680674043115,37.3071558489892,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,45,1.50300000000e+01,1.33700000000e+01,5.04000000000e+00,"[-6.658327711054559, 37.30057649890932, -6.635956696052242, 37.314757955909435]"
2024210075,2024,2024-07-24,CARTAYA,Huelva,33.19,33.28,33.19,-7.077931463916818,37.30270489335312,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2024\perim_incendios_2024.geojson,18,7.440000000000000,23.260000000000002,2.490000000000000,"[-7.083508400118676, 37.300292200908466, -7.071822700116378, 37.305283300908556]"
2023040039,2023,2023-03-23,SORBAS,Almería,32.54,36.74,32.54,-2.0883268041189518,37.09646701980718,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2023\perim_incendios_2023.geojson,14,0.000000,13.535154,19.009582,"[-2.0941732999998877, 37.09240330090802, -2.083613299999871, 37.101078300908085]"
2023410018,2023,2023-04-03,AZNALCAZAR,Sevilla,31.46,33.09,31.46,-6.2356855173153125,37.091855659318,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2023\perim_incendios_2023.geojson,31,0.000000,5.370000,26.090000,"[-6.247004504457206, 37.085369521605344, -6.225937859600706, 37.095758785935715]"
2023410069,2023,2023-08-16,AZNALCAZAR,Sevilla,31.14,31.11,31.14,-6.238492110671684,37.124263007936136,True,repaired,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2023\perim_incendios_2023.geojson,11,0.000000,9.340000,21.800000,"[-6.314144107403057, 37.105603278922, -6.204003331201406, 37.15413484675451]"
2024210110,2024,2024-08-26,BONARES,Huelva,30.38,33.71,30.38,-6.7011496888407125,37.27004690655979,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2024\perim_incendios_2024.geojson,20,14.330000000000000,15.060000000000000,0.990000000000000,"[-6.706802610495522, 37.26517635311331, -6.697092552057707, 37.27398099070117]"
IIFF2025210125,2025,2025-08-17,AROCHE,Huelva,29.89,29.82,29.89,-6.938925390081526,38.031096431519515,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,42,2.56400000000e+01,5.00000000000e-02,4.20000000000e+00,"[-6.945550314089114, 38.02844653091513, -6.932019952086974, 38.03408140691513]"
2023410082,2023,2023-09-28,AZNALCAZAR,Sevilla,29.74,31.39,29.74,-6.277351345606994,37.07374991938118,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2023\perim_incendios_2023.geojson,35,0.000000,14.126400,15.614400,"[-6.284038874531852, 37.071289757724905, -6.271700886601995, 37.077244469890154]"
IIFF2025210126,2025,2025-08-17,BONARES,Huelva,29.63,83.24,29.63,-6.655139134636673,37.33285977206521,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,17,1.61900000000e+01,1.25900000000e+01,8.50000000000e-01,"[-6.671006217055801, 37.327958806909564, -6.64002900305257, 37.34158073290966]"
2023290078,2023,2023-07-30,ANTEQUERA,Málaga,28.75,31.15,28.75,-4.451760086294386,36.96708576279481,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2023\perim_incendios_2023.geojson,26,0.000000,27.265500,1.485200,"[-4.45687400654652, 36.96367329317306, -4.444884852691251, 36.97027066491553]"
IIFF2025210150,2025,2025-09-04,CARTAYA,Huelva,28.7,37.18,28.7,-7.141789569731967,37.354475499915075,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,32,2.82700000000e+01,3.00000000000e-01,1.30000000000e-01,"[-7.145661515131729, 37.349879815908835, -7.137447496129972, 37.36037994690893]"
2024210063,2024,2024-07-16,PUEBLA DE GUZMAN,Huelva,28.01,28.36,28.01,-7.161872010528077,37.66043277913179,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2024\perim_incendios_2024.geojson,17,0.000000000000000,0.000000000000000,28.010000000000002,"[-7.166778779613061, 37.65746651123421, -7.1569783605272415, 37.66362118572254]"
IIFF2025140066,2025,2025-07-15,PEDROCHE,Córdoba,27.52,27.52,27.52,-4.79086518721389,38.46358383486836,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,6,0.00000000000e+00,0.00000000000e+00,2.75200000000e+01,"[-4.79582811900024, 38.45950850391913, -4.786367377000298, 38.46638133191924]"
IIFF2025210144,2025,2025-09-01,GIBRALEON,Huelva,27.38,28.56,27.38,-7.066063382819648,37.30272999952437,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,30,7.60000000000e+00,1.65700000000e+01,3.21000000000e+00,"[-7.071485000116302, 37.29887400090849, -7.0598289001140175, 37.30748500090857]"
IIFF2025230062,2025,2025-07-24,ANDUJAR,Jaén,25.77,25.99,25.77,-3.963771082245105,38.259759770934714,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,28,0.00000000000e+00,2.32500000000e+01,2.52000000000e+00,"[-3.968779687999923, 38.25557548091768, -3.959440964999881, 38.262551202917734]"
IIFF2025140055,2025,2025-07-06,CARDEÑA,Córdoba,25.14,25.14,25.14,-4.38202420057536,38.181839993053025,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,10,0.00000000000e+00,1.85000000000e+00,2.32900000000e+01,"[-4.386521105999967, 38.17834574491716, -4.377051374000008, 38.185509878917216]"
2023410045,2023,2023-07-10,LA PUEBLA DEL RIO,Sevilla,23.99,23.93,23.99,-6.139961990238101,37.20418248342132,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2023\perim_incendios_2023.geojson,10,0.000000,0.000000,23.990000,"[-6.150519847871963, 37.20090688165247, -6.1267286539098516, 37.21207533250643]"
2023410043,2023,2023-07-09,LA PUEBLA DEL RIO,Sevilla,22.64,21.82,22.64,-6.147853022131724,37.194738436983215,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2023\perim_incendios_2023.geojson,33,0.000000,0.000000,22.640000,"[-6.15180730819702, 37.189964039149686, -6.140691409367222, 37.201171799010524]"
IIFF2025210016,2025,2025-05-26,MOGUER,Huelva,22.29,23.2,22.29,-6.832750659004751,37.168268642492535,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,39,1.87900000000e+01,3.44000000000e+00,6.00000000000e-02,"[-6.836994000077021, 37.16436900090784, -6.828904000075835, 37.17153400090783]"
2024140038,2024,2024-07-17,HINOJOSA DEL DUQUE,Córdoba,21.86,23.66,21.86,-5.072019896717124,38.414419689286554,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2024\perim_incendios_2024.geojson,9,0.000000000000000,0.000000000000000,21.859999999999999,"[-5.074921683128514, 38.41037422499881, -5.068588990449883, 38.41718877758938]"
2024140038,2024,2024-07-17,HINOJOSA DEL DUQUE,Córdoba,21.86,23.66,21.86,-5.072019896717124,38.414419689286554,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2024\perim_incendios_2024.geojson,10,0.000000000000000,0.000000000000000,21.859999999999999,"[-5.074921683128514, 38.41037422499881, -5.068588990449883, 38.41718877758938]"
2023040071,2023,2023-06-18,VICAR,Almería,21.79,21.83,21.79,-2.708464425229764,36.837436450912506,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2023\perim_incendios_2023.geojson,5,7.320000,14.470000,0.000000,"[-2.7116326623706524, 36.83402812337193, -2.7049573021209734, 36.84167251033485]"
IIFF2025210120,2025,2025-08-12,JABUGO,Huelva,21.24,21.31,21.24,-6.749135482809226,37.89668272340189,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,27,3.03000000000e+00,0.00000000000e+00,1.82100000000e+01,"[-6.753401314063194, 37.8944991629143, -6.744276442062087, 37.89876814391434]"
2024210124,2024,2024-09-09,EL CERRO DE ANDEVALO,Huelva,20.89,20.93,20.89,-6.976141091970065,37.74856596659767,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2024\perim_incendios_2024.geojson,22,20.430000000000000,0.000000000000000,0.460000000000000,"[-6.979068442424513, 37.74628267928585, -6.972904612173484, 37.751364202545716]"
IIFF2025210128,2025,2025-08-18,HINOJOS,Huelva,20.78,29.64,20.78,-6.456959449469233,37.17210487054665,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,29,4.00000000000e+00,0.00000000000e+00,1.67800000000e+01,"[-6.461823942037164, 37.16842378990828, -6.453157938036493, 37.17624949390831]"
IIFF2025230063,2025,2025-07-25,UBEDA,Jaén,20.63,21.13,20.63,-3.291842046416546,37.94254736494415,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,1,0.00000000000e+00,6.00000000000e-02,2.05700000000e+01,"[-3.2946645999999102, 37.93846930091522, -3.2896005999999627, 37.94546660091531]"
2023140053,2023,2023-08-14,ALMODOVAR DEL RÍO,Córdoba,20.23,22.59,20.23,-4.963968307143828,37.810200673251636,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2023\perim_incendios_2023.geojson,16,13.600000,6.630000,0.000000,"[-4.97412477479074, 37.80849439150486, -4.9569393373956645, 37.81245058878192]"
IIFF2025210100,2025,2025-07-31,EL CERRO DEL ANDEVALO,Huelva,19.59,19.54,19.59,-7.108773181370572,37.68314884899447,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,41,0.00000000000e+00,9.49000000000e+00,1.01000000000e+01,"[-7.1111204261218575, 37.680306041911685, -7.1063962221208605, 37.68605031091179]"
2024040011,2024,2024-02-07,TURRE,Almería,18.55,20.08,18.55,-1.908203338938819,37.096663524622564,True,repaired,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2024\perim_incendios_2024.geojson,0,0.000000000000000,18.059999999999999,0.490000000000000,"[-1.9116590346614974, 37.093782026052324, -1.9047152981418807, 37.09976274589796]"
2023410060,2023,2023-08-02,AZNALCAZAR,Sevilla,18.45,18.42,18.45,-6.222857563468336,37.205031448186475,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2023\perim_incendios_2023.geojson,34,0.000000,2.000000,16.450000,"[-6.226431850660816, 37.20137577988467, -6.2186211862629515, 37.20859256318809]"
2023410025,2023,2023-05-02,EL PEDROSO,Sevilla,17.74,18.12,17.74,-5.85910269467583,37.83859459798989,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2023\perim_incendios_2023.geojson,13,1.088000,6.072200,10.574900,"[-5.862392740997828, 37.83661388279148, -5.855577232331515, 37.84108254095482]"
2023140022,2023,2023-05-06,TORRECAMPO,Córdoba,17.57,17.58,17.57,-4.54691319912231,38.41815716733113,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2023\perim_incendios_2023.geojson,17,0.000000,0.000000,17.570000,"[-4.5502332319761685, 38.4156216891135, -4.542589725242339, 38.42110555563588]"
IIFF2025230057,2025,2025-07-16,BAÑOS DE LA ENCINA,Jaén,17.17,17.19,17.17,-3.8538884126700736,38.34039675839217,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,22,1.21000000000e+01,4.64000000000e+00,4.30000000000e-01,"[-3.8579797999998893, 38.33735989991823, -3.851157899999969, 38.34268959991834]"
2023410026,2023,2023-05-05,CANTILLANA,Sevilla,17.14,17.13,17.14,-5.829073401502436,37.64664772887989,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2023\perim_incendios_2023.geojson,9,0.000000,10.286800,6.857800,"[-5.83265443617444, 37.643975068024126, -5.8263492925213445, 37.651649832166505]"
2023040001,2023,2023-01-16,LUBRIN,Almería,16.81,19.95,16.81,-2.067266282855347,37.17925100860238,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2023\perim_incendios_2023.geojson,37,3.571790,13.241216,0.000000,"[-2.0707088999999113, 37.17409520090877, -2.0648108999998835, 37.185337700908846]"
IIFF2025230014,2025,2025-05-22,JODAR,Jaén,16.38,16.56,16.38,-3.4047554466117833,37.89647628759002,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,13,0.00000000000e+00,1.63000000000e+01,8.00000000000e-02,"[-3.4072137389999204, 37.89395365491488, -3.4012417279998797, 37.8988321429148]"
2023410061,2023,2023-08-06,LA PUEBLA DEL RIO,Sevilla,16.2,16.14,16.2,-6.184254849409908,37.191551680537394,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2023\perim_incendios_2023.geojson,23,0.000000,9.200000,7.000000,"[-6.192268876846825, 37.18942954461585, -6.177089589990615, 37.1935920467708]"
IIFF2025210169,2025,2025-09-14,BONARES,Huelva,14.76,20.89,14.76,-6.648385045153954,37.31259559721,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,18,1.47600000000e+01,0.00000000000e+00,0.00000000000e+00,"[-6.652712592053887, 37.30853963390929, -6.643986599052993, 37.31495202090942]"
IIFF2025140046,2025,2025-07-03,CABRA,Córdoba,14.42,14.42,14.42,-4.4334433019041875,37.48288451619719,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,52,0.00000000000e+00,1.44200000000e+01,0.00000000000e+00,"[-4.435648182999965, 37.47969235091137, -4.430959268000047, 37.48694634491141]"
2024290062,2024,2024-07-23,CASARES,Málaga,14.08,14.38,14.08,-5.268802162278934,36.461927099123734,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2024\perim_incendios_2024.geojson,31,2.800000000000000,11.279999999999999,0.000000000000000,"[-5.271490911614514, 36.45911511880248, -5.266671355011168, 36.464436077510236]"
IIFF2025140012,2025,2025-06-03,BELALCAZAR,Córdoba,14.08,27.17,14.08,-5.012204033227793,38.50444082443872,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,35,0.00000000000e+00,7.52000000000e+00,6.56000000000e+00,"[-5.0165532460006474, 38.501599781919566, -5.008659104000629, 38.507758411919596]"
2023180068,2023,2023-07-28,PINOS GENIL,Granada,14.05,29.02,14.05,-3.513069972803452,37.1578696490487,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2023\perim_incendios_2023.geojson,39,0.000000,14.047100,0.000000,"[-3.5192303678631345, 37.152349582624446, -3.5080411209450175, 37.161868054820445]"
IIFF2025230036,2025,2025-06-24,TORREDELCAMPO,Jaén,13.42,14.46,13.42,-3.9405213114283018,37.86554617440937,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,43,0.00000000000e+00,0.00000000000e+00,1.34164000000e+01,"[-3.9436013389998785, 37.863632147914494, -3.935383238999915, 37.86787511391456]"
2023180006,2023,2023-02-06,FREILA,Granada,13.35,14.15,13.35,-3.003308875157182,37.560643995319694,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2023\perim_incendios_2023.geojson,22,0.000000,13.351500,0.000000,"[-3.0075382792105705, 37.554632685907755, -2.998020701573135, 37.56330631894406]"
2024140024,2024,2024-07-04,FUENTE OBEJUNA,Córdoba,13.2,13.41,13.2,-5.474714318112688,38.292250115815534,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2024\perim_incendios_2024.geojson,6,0.000000000000000,0.000000000000000,13.202600000000000,"[-5.476775100651839, 38.28992191068872, -5.472622002577256, 38.29440627186805]"
2024210062,2024,2024-07-16,TRIGUEROS,Huelva,12.91,16.09,12.91,-6.812133009340647,37.31280786209718,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2024\perim_incendios_2024.geojson,16,0.000000000000000,5.040000000000000,7.870000000000000,"[-6.816411611004075, 37.311103346235925, -6.808418983956923, 37.31601225341132]"
IIFF2025210067,2025,2025-06-30,CALAÑAS,Huelva,12.91,12.99,12.91,-6.963969372967121,37.54542133036465,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,20,4.87000000000e+00,3.52000000000e+00,4.52000000000e+00,"[-6.967152315095467, 37.542660470910796, -6.96137155109449, 37.5476711279109]"
IIFF2025140069,2025,2025-07-17,PEÑARROYA-PUEBLONUEVO,Córdoba,12.81,22.13,12.81,-5.276065780732613,38.32891087036014,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,23,0.00000000000e+00,1.28100000000e+01,0.00000000000e+00,"[-5.281004575001722, 38.32558185591811, -5.2719402000017475, 38.33213062491833]"
2024230034,2024,2024-07-15,LINARES,Jaén,12.76,15.72,12.76,-3.598399881464814,38.1221446692271,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2024\perim_incendios_2024.geojson,25,8.480000000000000,0.000000000000000,4.280000000000000,"[-3.6020564999999305, 38.1190358000001, -3.5935002999999512, 38.12519300000008]"
IIFF2025210108,2025,2025-08-05,ROCIANA DEL CONDADO,Huelva,12.62,19.8,12.62,-6.596913857140387,37.280304451484184,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,26,1.26200000000e+01,0.00000000000e+00,0.00000000000e+00,"[-6.600647967048761, 37.27704117290905, -6.592735400048104, 37.28340652390922]"
2023210060,2023,2023-07-14,CARTAYA,Huelva,12.28,12.24,12.28,-7.100564105222576,37.24175714546728,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2023\perim_incendios_2023.geojson,6,10.865978,0.068400,1.341170,"[-7.104232683350648, 37.23918632676182, -7.0968670517305315, 37.24451023382134]"
IIFF2025230104,2025,2025-09-19,ANDUJAR,Jaén,11.7,11.8,11.7,-3.9565601298665043,38.123630744696555,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,4,0.00000000000e+00,3.00000000000e-01,1.14000000000e+01,"[-3.959744999999881, 38.121998299916655, -3.9531282999998854, 38.1254916999167]"
2024140005,2024,2024-06-06,CORDOBA,Córdoba,11.57,12.18,11.57,-4.820599691749684,37.87354874629506,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2024\perim_incendios_2024.geojson,5,11.574199999999999,0.000000000000000,0.000000000000000,"[-4.823724582475598, 37.87108502406164, -4.818262437794092, 37.87562102470963]"
2024210041,2024,2024-06-24,MOGUER,Huelva,11.53,13.2,11.53,-6.752316810121176,37.216575802765384,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2024\perim_incendios_2024.geojson,15,3.620000000000000,5.720000000000000,2.190000000000000,"[-6.754861699999985, 37.21357830090901, -6.749478299999999, 37.21945830090906]"
2024210113,2024,2024-08-28,CALAÑAS,Huelva,11.44,11.42,11.44,-6.877416607770429,37.60412006630943,True,repaired,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2024\perim_incendios_2024.geojson,21,5.970000000000000,2.750000000000000,2.720000000000000,"[-6.879950445081234, 37.602054371912175, -6.874492292908188, 37.606436368911645]"
2024290001,2024,2024-01-01,MIJAS,Málaga,11.43,11.47,11.43,-4.667636807431157,36.561944377529564,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2024\perim_incendios_2024.geojson,28,0.000000000000000,11.430000000000000,0.000000000000000,"[-4.67069546554359, 36.56034979048209, -4.663385979005226, 36.56461360955649]"
2024290075,2024,2024-08-06,CAMPILLOS,Málaga,11.42,12.78,11.42,-4.873347875405849,37.015524359715144,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2024\perim_incendios_2024.geojson,32,0.950000000000000,1.780000000000000,8.690000000000000,"[-4.879051440024372, 37.01243387255584, -4.867447236996907, 37.01751017726437]"
2023110071,2023,2023-09-07,PUERTO SERRANO,Cádiz,11.32,11.53,11.32,-5.422973620946936,37.01051911715509,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2023\perim_incendios_2023.geojson,8,4.473500,1.182400,5.661700,"[-5.427237091653123, 37.009137500077166, -5.419463952703901, 37.011939885170904]"
2023110021,2023,2023-05-28,LA LÍNEA DE LA CONCEPCION,Cádiz,11.29,11.35,11.29,-5.357534229706328,36.181059982350796,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2023\perim_incendios_2023.geojson,1,1.240000,7.487100,2.565100,"[-5.359523500001012, 36.1782665, -5.355713700001008, 36.18383350000005]"
IIFF2025210008,2025,2025-05-17,MOGUER,Huelva,11.01,10.99,11.01,-6.862957902461317,37.22602577427348,True,ok,20,,20,bronze,year>=2023(+15);attrs_loc(+5);bbox_and_ok,data\open_if\rediam_andalucia\wfs_cache\2025\perim_incendios_2025.geojson,9,1.09000000000e+01,0.00000000000e+00,1.10000000000e-01,"[-6.865643009080906, 37.22415189790824, -6.8601208160800455, 37.22736779590829]"
